Assemblage_Name	7337-1-1	5437979-0-0	863218-6774618-7774684	3-2049714-0	5437979-0-4934925	1513369-2-0	5437979-0-7899154	3-2-6412691	3-5937436-0	0-1-4	3-2-4072471	8032173-6774618-3965231	863218-6774618-2648646	2137808-2-0	9261477-2-0	5437979-0-6243214	2137808-8975926-0	3-2-23637	3-1127647-0	3-2-7385202	3-2-6427732	5437979-2655857-0	707716-2-23637	863218-6774618-7294087	863218-5578212-0	3-0-0	5437979-0-966640	3-2-3283380	3-644191-0	8032173-6774618-0	3-2-3981338	3-9753436-23637	863218-9032929-0	6193744-6774618-0	863218-6774618-0	863218-1944996-0	3-2-1752149	3-6774618-0	5657780-6774618-0	3-2-0	863218-6774618-6138381	1973093-0-6243214	6193744-6774618-6360729	863218-8281552-0	0-4730046-4	9152926-2-0
assemblage-115-496	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	60	13
assemblage-323-254	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	67	15
assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
assemblage-976-294	0	23	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	339	0	0	0	0	0	22
assemblage-120-520	0	74	0	0	0	0	0	0	0	16	6	0	0	0	0	0	27	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	354	0	0	0	0	0	7
assemblage-479-922	0	269	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	11
assemblage-228-424	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	14
assemblage-291-419	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	8
assemblage-488-489	0	152	0	6	0	0	0	0	0	10	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	5	0	0	0	0	0	0	6
assemblage-472-672	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	4
assemblage-453-654	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	16
assemblage-314-432	0	32	0	0	9	0	0	0	0	0	62	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	12	0	0	0	0	0	0	0	12
assemblage-591-641	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	77	0	143	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	8
assemblage-781-776	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	119	0	0	0	0	6	0	0	10	20	0	0	0	0	96	0	0	0	14	193	0	0	0	0	0	0	0	22	0	0	14
assemblage-377-179	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	18
assemblage-920-162	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	175	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	53	0	0	0	0	0	0	0	6
assemblage-389-833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	53	0	0	0	0	16	0	0	4	0	288	0	0	0	0	0	0	0	0	0	0	20
assemblage-776-769	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	6
