Seriation_Number	Assemblage	7337-1-1	5437979-0-0	863218-6774618-7774684	3-2049714-0	5437979-0-4934925	1513369-2-0	5437979-0-7899154	3-2-6412691	3-5937436-0	0-1-4	3-2-4072471	8032173-6774618-3965231	863218-6774618-2648646	2137808-2-0	9261477-2-0	5437979-0-6243214	2137808-8975926-0	3-2-23637	3-1127647-0	3-2-7385202	3-2-6427732	5437979-2655857-0	707716-2-23637	863218-6774618-7294087	863218-5578212-0	3-0-0	5437979-0-966640	3-2-3283380	3-644191-0	8032173-6774618-0	3-2-3981338	3-9753436-23637	863218-9032929-0	6193744-6774618-0	863218-6774618-0	863218-1944996-0	3-2-1752149	3-6774618-0	5657780-6774618-0	3-2-0	863218-6774618-6138381	1973093-0-6243214	6193744-6774618-6360729	863218-8281552-0	0-4730046-4	9152926-2-0
130	assemblage-472-672	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	4

131	assemblage-695-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	51	0	0	0	0	15	0	0	0	0	305	0	0	0	0	0	0	0	0	3	0	20
131	assemblage-224-589	0	24	0	75	196	0	0	0	6	4	133	0	0	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	6
131	assemblage-472-672	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	4

132	assemblage-695-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	51	0	0	0	0	15	0	0	0	0	305	0	0	0	0	0	0	0	0	3	0	20
132	assemblage-776-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	300	0	0	0	0	0	2	0	89	0	0	9
132	assemblage-153-925	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	364	0	53	0	0	0	0	0	4

133	assemblage-695-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	51	0	0	0	0	15	0	0	0	0	305	0	0	0	0	0	0	0	0	3	0	20
133	assemblage-776-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	300	0	0	0	0	0	2	0	89	0	0	9
133	assemblage-106-503	0	202	0	67	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	9

134	assemblage-695-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	51	0	0	0	0	15	0	0	0	0	305	0	0	0	0	0	0	0	0	3	0	20
134	assemblage-776-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	300	0	0	0	0	0	2	0	89	0	0	9
134	assemblage-472-672	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	4

135	assemblage-695-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	51	0	0	0	0	15	0	0	0	0	305	0	0	0	0	0	0	0	0	3	0	20
135	assemblage-776-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	300	0	0	0	0	0	2	0	89	0	0	9
135	assemblage-224-589	0	24	0	75	196	0	0	0	6	4	133	0	0	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	6

136	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
136	assemblage-922-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	42	0	0	0	0	0	0	0	16
136	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

137	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
137	assemblage-500-912	0	256	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	18
137	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

138	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
138	assemblage-500-912	0	256	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	18
138	assemblage-922-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	42	0	0	0	0	0	0	0	16

139	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
139	assemblage-704-150	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	11
139	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

140	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
140	assemblage-580-539	0	16	0	75	184	0	0	0	0	0	135	0	0	0	0	27	25	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12
140	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

141	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
141	assemblage-580-539	0	16	0	75	184	0	0	0	0	0	135	0	0	0	0	27	25	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12
141	assemblage-704-150	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	11

142	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
142	assemblage-580-539	0	16	0	75	184	0	0	0	0	0	135	0	0	0	0	27	25	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12
142	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

143	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
143	assemblage-153-925	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	364	0	53	0	0	0	0	0	4
143	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

144	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
144	assemblage-377-179	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	18
144	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

145	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
145	assemblage-377-179	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	18
145	assemblage-922-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	42	0	0	0	0	0	0	0	16

146	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
146	assemblage-377-179	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	18
146	assemblage-704-150	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	11

147	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
147	assemblage-377-179	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	18
147	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

148	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
148	assemblage-288-419	0	116	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	284	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	12
148	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

149	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
149	assemblage-288-419	0	116	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	284	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	12
149	assemblage-704-150	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	11

150	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
150	assemblage-288-419	0	116	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	284	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	12
150	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

151	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
151	assemblage-106-503	0	202	0	67	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	9
151	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

152	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
152	assemblage-106-503	0	202	0	67	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	9
152	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

153	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
153	assemblage-106-503	0	202	0	67	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	9
153	assemblage-153-925	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	364	0	53	0	0	0	0	0	4

154	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
154	assemblage-394-839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	3	0	0	16	0	0	64	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	3	0	0	15
154	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

155	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
155	assemblage-394-839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	3	0	0	16	0	0	64	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	3	0	0	15
155	assemblage-922-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	42	0	0	0	0	0	0	0	16

156	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
156	assemblage-394-839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	3	0	0	16	0	0	64	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	3	0	0	15
156	assemblage-704-150	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	11

157	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
157	assemblage-394-839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	3	0	0	16	0	0	64	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	3	0	0	15
157	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

158	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
158	assemblage-768-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	15	0	0	52	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	15
158	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

159	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
159	assemblage-768-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	15	0	0	52	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	15
159	assemblage-922-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	42	0	0	0	0	0	0	0	16

160	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
160	assemblage-768-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	15	0	0	52	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	15
160	assemblage-704-150	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	11

161	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
161	assemblage-768-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	15	0	0	52	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	15
161	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

162	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
162	assemblage-768-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	15	0	0	52	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	15
162	assemblage-394-839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	3	0	0	16	0	0	64	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	3	0	0	15

163	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
163	assemblage-472-672	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	4
163	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

164	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
164	assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
164	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

165	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
165	assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
165	assemblage-704-150	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	11

166	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
166	assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
166	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

167	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
167	assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
167	assemblage-580-539	0	16	0	75	184	0	0	0	0	0	135	0	0	0	0	27	25	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12

168	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
168	assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
168	assemblage-153-925	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	364	0	53	0	0	0	0	0	4

169	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
169	assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
169	assemblage-472-672	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	4

170	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
170	assemblage-224-589	0	24	0	75	196	0	0	0	6	4	133	0	0	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	6
170	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

171	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
171	assemblage-224-589	0	24	0	75	196	0	0	0	6	4	133	0	0	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	6
171	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

172	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
172	assemblage-776-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	300	0	0	0	0	0	2	0	89	0	0	9
172	assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6

173	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
173	assemblage-776-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	300	0	0	0	0	0	2	0	89	0	0	9
173	assemblage-401-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30	337	0	0	0	0	0	9	0	67	0	0	2

174	assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
