Assemblage_Name	4-6011336-2	4-0-2336554	3720237-9450917-2	4-6169519-2	4-727820-2	4-9450917-6951897	4-9668766-2	4-3311044-2	5047517-0-2	9474196-4-0	4-0-4887246	4-0-1195880	7350270-9450917-2	4-9450917-9876508	4-8972104-2	4-8389663-2	4-5345236-3	4-5853713-2	4-9450917-7110566	4-1-8164833	4-9450917-474992	4077381-9450917-2	4-9450917-6098936	4-2258869-2	5026139-0-2	6035405-0-2	4-1-3	4-2295615-3	3323483-4-0	4-9792139-3	9659292-0-2	544558-9450917-2	4-4-6544220	4-9255596-2	4-9450917-355906	4-0-8594345	4-4071009-2	4-0-1076115	5760654-0-2	4-0-3230762	4-832447-3	9510290-4-0	6371182-9450917-2	5249512-9450917-2	4-0-2281180	4-4724749-2	4-5775787-2	4-9450917-3484953	4-1132722-2	4-1384799-2	1600117-9450917-2	4-6608073-3	5025590-9450917-2	7854584-1-3	4-0-3815885	2288185-1-3	4-0-5179552	4-9450917-3572701	4-0-2855416	4-2720561-0	4-9450917-3245193	4-4317491-0	4-0-217654	4-0-5042950	8036919-0-2	4-0-2391717	8773062-4-0	9011689-0-2	1769229-0-2	4-9450917-8953452	6420785-9450917-2	4652769-4-0	5883724-0-2	4-9450917-6100818	4-9450917-9159236	4-5585718-0	4-9450917-8808348	4642583-0-2	4-0-8948479	4-9450917-8598817	8635056-9450917-2	4063331-0-2	4-0-8193921	7848066-0-2	8417248-9450917-2	4-9652920-2	4-5637235-2	2070268-4-0	4-9450917-9647979	4-3728181-2	4-0-2649724	6269349-0-2	4-0-4015315	1514968-1-3	7574435-0-2	3350805-0-2	4-8442739-2	4-9787012-2	9251732-9450917-2	4-4-3635945	9486392-0-2	3819610-0-2	4-1-1806795	4-9450917-913189	4-2748571-3	4-2240894-2	4-9450917-138477	5058768-4-0	4-748558-2	4-8891518-2	4-9450917-195093	659423-1-3	4-9450917-3756343	4-0-8071674	4-7697791-2	8815577-9450917-2	4-9450917-6394130	4-5544798-2	4-0-2837069	4-845264-2	2652707-1-3	4-0-2	446785-1-3	4-9450917-4730270	4-1-4952498	4-9450917-8424354	4-6031237-2	4-4244271-2	4580721-0-2	4-0-1554753	5898444-0-2	8193859-0-2	4-0-9148805	4-6921038-2	4-710974-2	4-9450917-1273969	4-2847722-2	5123253-1-3	4-9450917-3114276	2842986-0-2	4-0-4553048	4-4-0	6939399-0-2	4-1-2632402	5876626-9450917-2	4-9450917-2	4-4706631-2	4-3269061-2	4-0-143362	4927431-9450917-7110566	4-4-5426172	4976672-0-2	5010500-9450917-2	4-1-7158422	4-0-4114093	4-1-7681402	4-981970-2	4-9450917-8886824	4-2496247-2	4-4586928-2	4-0-9017215	6051358-0-2
assemblage-45-2	0	0	961	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	5128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-6-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7466	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	467	0	0	0	9585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-29-9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	6727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2370	0	0	0	3179	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
assemblage-27-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	6838	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7661	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2029	0	0	0	2583	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0
assemblage-49-6	2	0	812	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	216	60	0	0	0	0	0	0	20786	49	0	26	0	0	0	0	0	11	7	1	0	0	0	0	0	0	1	0	0	0	0	64	0	0	0	12	0	0	0	0	0	115	2	0	0	0	1	0	0	1	0	0	0	1	0	1	0	3	0	0	372	1	31	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	7	0	0	0	0	0	10	0	0	1	0	0	2	48355	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8735	2	0	3	33026	0	0	0	1	0	0	0	0	0	0	3	0	1	10	0	0
assemblage-5-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13310	0	0	31	0	0	0	0	0	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	108	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	296	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4590	0	0	0	1771	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
assemblage-14-8	0	0	1022	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-17-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	186	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7169	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	682	0	0	0	9663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-48-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	0	0	0	0	0	0	0	844	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	3757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	0	0	4743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-28-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	1	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7279	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	542	0	0	0	9715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-14-2	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5505	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-30-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	6648	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7823	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2152	0	0	0	2558	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0
assemblage-42-15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	862	34	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	4005	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1078	0	0	0	4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-31-11	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13068	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
assemblage-40-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7040	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	528	0	0	0	9971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-4-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	6568	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7628	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2006	0	1	0	2919	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
assemblage-3-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13924	0	0	8	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4145	0	0	0	1606	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
assemblage-24-15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7136	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	490	0	0	0	9849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-47-16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7004	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	734	0	0	1	9754	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
assemblage-38-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7011	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	616	0	0	0	9929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-5-17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	1	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7154	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	642	0	0	0	9722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-3-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	6682	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7435	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2165	0	0	0	2882	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
