Assemblage_Name	6344981-1367305-2	5382991-0-0	1262133-1-2	8434011-9685049-2	6344981-7569731-2	9198313-8626040-2	1-0-0	3-8626040-363426	3087715-1-9012818	1464344-1-2	3-8626040-2	4716044-8626040-2	0-1367305-2	5903401-8626040-2	613347-1-2198310	9957312-8626040-2	3-2273551-6152378	0-1367305-9965538	2676735-8626040-6152378	0-4-4	0-6940193-2	981870-9442351-2	3-6986147-2	0-1-2	1-0-3853194	3970717-1-4	0-173064-2	3-2163638-2	3-0-891506	3-8626040-3236329	0-1-4472238	981870-8626040-2	3-1-4	3-4164171-2	0-8394119-2	0-3067433-2	4-2-5255814	3-8626040-1047865	0-4344208-2	8023996-0-2	0-738226-2	3188629-0-0	7188155-1-2	3-1443167-2	0-1-9410734	1464344-1-9012818	912358-8626040-2	3389794-8626040-2	2-4-3	3-0-2	0-1074336-2	8434011-1-2	0-3252913-2	3-0-9218377	4-2-2	3-8626040-6152378	8434011-1-9747743	3471088-1-9012818	7600671-1443167-2	0-1-5382086	3-8626040-5937881	3-0-5984426	0-9711672-2	1-0-5719927	2538054-0-2	3-1107089-6152378	8434011-1-3859242	3-5780057-2	5498614-1-9012818	0-534767-8038366	137564-0-0	0-5919629-2	3-8626040-9542054	4451734-1-2	8807267-1-2	1464344-1-2198310	3-8626040-2396336	1464344-1-7052104
assemblage-647-971	0	0	0	0	0	40	0	0	0	13	349	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-660-329	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21	0	0	23	0	0	0	0	0	4	157	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-324-414	0	0	6	0	0	0	0	0	0	9	0	0	88	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-635-952	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	10	0	0	0	0	0	4
assemblage-944-557	12	0	0	0	10	0	0	0	0	132	0	0	129	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-164-852	0	62	0	0	0	0	17	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	42	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-371-841	0	0	7	0	0	0	0	0	0	11	0	0	79	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-692-970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-672-983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-669-356	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14
assemblage-653-962	0	0	0	0	0	0	0	0	0	11	382	0	0	0	0	10	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	14
assemblage-644-313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	0	0	0	0	33	0	0	45	0	0	0	0	0	19	289	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-652-952	0	0	0	0	0	54	0	0	0	9	361	0	0	0	0	0	0	0	17	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-945-540	0	0	0	0	0	0	0	0	0	68	258	0	7	0	0	0	0	0	0	0	27	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-777-936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-168-833	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
